author,title,year,conference
Ian Osband_Charles Blundell_Alexander Pritzel_Benjamin Van Roy,Deep Exploration via Bootstrapped DQN.,2016,NIPS
David Wingate_Satinder Singh Baveja,Exponential Family Predictive Representations of State.,2007,NIPS
Wojciech Kotlowski_Wouter M. Koolen_Alan Malek,Random Permutation Online Isotonic Regression.,2017,NIPS
Xinhua Zhang_Wee Sun Lee_Yee Whye Teh,Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space.,2013,NIPS
Andreas Christmann_Ingo Steinwart,How SVMs can estimate quantiles and the median.,2007,NIPS
Chuanxin Minos Niu_Sirish K. Nandyala_Won Joon Sohn_Terence D. Sanger,Multi-scale Hyper-time Hardware Emulation of Human Motor Nervous System Based on Spiking Neurons using FPGA.,2012,NIPS
Prateek Jain 0002_Brian Kulis_Inderjit S. Dhillon,Inductive Regularized Learning of Kernel Functions.,2010,NIPS
Yogatheesan Varatharajah_Min Jin Chong_Krishnakant Saboo_Brent M. Berry_Benjamin H. Brinkmann_Gregory A. Worrell_Ravishankar K. Iyer,EEG-GRAPH: A Factor-Graph-Based Model for Capturing Spatial Temporal and Observational Relationships in Electroencephalograms.,2017,NIPS
Jayadev Acharya_Hirakendu Das_Alon Orlitsky,Tight Bounds on Profile Redundancy and Distinguishability.,2012,NIPS
Hongbo Zhou_Qiang Cheng,Sufficient Conditions for Generating Group Level Sparsity in a Robust Minimax Framework.,2010,NIPS
Trung Thanh Nguyen 0005_Tomi Silander_Tze-Yun Leong,Transferring Expectations in Model-based Reinforcement Learning.,2012,NIPS
Matthew A. Kayala_Pierre Baldi,A Machine Learning Approach to Predict Chemical Reactions.,2011,NIPS
Hongseok Namkoong_John C. Duchi,Variance-based Regularization with Convex Objectives.,2017,NIPS
Hanie Sedghi_Anima Anandkumar_Edmond A. Jonckheere,Multi-Step Stochastic ADMM in High Dimensions: Applications to Sparse Optimization and Matrix Decomposition.,2014,NIPS
Haoyuan Gao_Junhua Mao_Jie Zhou_Zhiheng Huang_Lei Wang_Wei Xu,Are You Talking to a Machine? Dataset and Methods for Multilingual Image Question.,2015,NIPS
Mahdi Milani Fard_Joelle Pineau,PAC-Bayesian Model Selection for Reinforcement Learning.,2010,NIPS
Hamed Masnadi-Shirazi_Nuno Vasconcelos,On the Design of Loss Functions for Classification: theory robustness to outliers and SavageBoost.,2008,NIPS
Hossein Esfandiari_Nitish Korula_Vahab S. Mirrokni,Bi-Objective Online Matching and Submodular Allocations.,2016,NIPS
Ichiro Takeuchi_Tatsuya Hongo_Masashi Sugiyama_Shinichi Nakajima,Parametric Task Learning.,2013,NIPS
Soroosh Shafieezadeh-Abadeh_Peyman Mohajerin Esfahani_Daniel Kuhn,Distributionally Robust Logistic Regression.,2015,NIPS
Timothy N. Rubin_Oluwasanmi Koyejo_Michael N. Jones_Tal Yarkoni,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain.,2016,NIPS
Jean-Baptiste Schiratti_Stéphanie Allassonnière_Olivier Colliot_Stanley Durrleman,Learning spatiotemporal trajectories from manifold-valued longitudinal data.,2015,NIPS
Amar Shah_Zoubin Ghahramani,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions.,2015,NIPS
Yee Whye Teh_Hal Daumé III_Daniel M. Roy,Bayesian Agglomerative Clustering with Coalescents.,2007,NIPS
Ashesh Jain_Brian Wojcik_Thorsten Joachims_Ashutosh Saxena,Learning Trajectory Preferences for Manipulators via Iterative Improvement.,2013,NIPS
Neil Houlsby_José Miguel Hernández-Lobato_Ferenc Huszar_Zoubin Ghahramani,Collaborative Gaussian Processes for Preference Learning.,2012,NIPS
Joel Z. Leibo_Jim Mutch_Tomaso A. Poggio,Why The Brain Separates Face Recognition From Object Recognition.,2011,NIPS
Iasonas Kokkinos,Rapid Deformable Object Detection using Dual-Tree Branch-and-Bound.,2011,NIPS
Kentaro Minami_Hiromi Arai_Issei Sato_Hiroshi Nakagawa,Differential Privacy without Sensitivity.,2016,NIPS
Lorenzo Rosasco_Silvia Villa,Learning with Incremental Iterative Regularization.,2015,NIPS
Amir Massoud Farahmand_Mohammad Ghavamzadeh_Csaba Szepesvári_Shie Mannor,Regularized Policy Iteration.,2008,NIPS
Lee-Ad Gottlieb_Aryeh Kontorovich_Pinhas Nisnevitch,Near-optimal sample compression for nearest neighbors.,2014,NIPS
Mingsheng Long_Zhangjie Cao_Jianmin Wang_Philip S. Yu,Learning Multiple Tasks with Multilinear Relationship Networks.,2017,NIPS
Jian Zhao_Lin Xiong_Jayashree Karlekar_Jianshu Li_Fang Zhao 0006_Zhecan Wang_Sugiri Pranata_Shengmei Shen_Shuicheng Yan_Jiashi Feng,Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis.,2017,NIPS
Kevin Swersky_Daniel Tarlow_Ilya Sutskever_Ruslan Salakhutdinov_Richard S. Zemel_Ryan P. Adams,Cardinality Restricted Boltzmann Machines.,2012,NIPS
Ed Vul_Michael C. Frank_George A. Alvarez_Joshua B. Tenenbaum,Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model.,2009,NIPS
Joris M. Mooij_Hilbert J. Kappen,Bounds on marginal probability distributions.,2008,NIPS
Flavio Chierichetti_Ravi Kumar 0001_Silvio Lattanzi_Sergei Vassilvitskii,Fair Clustering Through Fairlets.,2017,NIPS
Joachim Giesen_Jens K. Mueller_Sören Laue_Sascha Swiercy,Approximating Concavely Parameterized Optimization Problems.,2012,NIPS
Raef Bassily_Kobbi Nissim_Uri Stemmer_Abhradeep Guha Thakurta,Practical Locally Private Heavy Hitters.,2017,NIPS
Antti Tarvainen_Harri Valpola,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results.,2017,NIPS
Arthur Gretton_Kenji Fukumizu_Zaïd Harchaoui_Bharath K. Sriperumbudur,A Fast Consistent Kernel Two-Sample Test.,2009,NIPS
Lauren Hannah_Warren B. Powell_David M. Blei,Nonparametric Density Estimation for Stochastic Optimization with an Observable State Variable.,2010,NIPS
Antoine Gautier_Quynh N. Nguyen_Matthias Hein 0001,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods.,2016,NIPS
Joel Veness_Marc Lanctot_Michael H. Bowling,Variance Reduction in Monte-Carlo Tree Search.,2011,NIPS
Erik Talvitie,Learning Partially Observable Models Using Temporally Abstract Decision Trees.,2012,NIPS
Jens Kober_Jan Peters 0001,Policy Search for Motor Primitives in Robotics.,2008,NIPS
Kirthevasan Kandasamy_Maruan Al-Shedivat_Eric P. Xing,Learning HMMs with Nonparametric Emissions via Spectral Decompositions of Continuous Matrices.,2016,NIPS
Yannick Schroecker_Charles L. Isbell,State Aware Imitation Learning.,2017,NIPS
Yi-An Ma_Tianqi Chen_Emily B. Fox,A Complete Recipe for Stochastic Gradient MCMC.,2015,NIPS
Mehrdad Farajtabar_Yichen Wang_Manuel Gomez-Rodriguez_Shuang Li_Hongyuan Zha_Le Song,COEVOLVE: A Joint Point Process Model for Information Diffusion and Network Co-evolution.,2015,NIPS
Qiang Liu 0001_Alexander T. Ihler,Distributed Estimation Information Loss and Exponential Families.,2014,NIPS
Qingqing Huang_Sham M. Kakade,Super-Resolution Off the Grid.,2015,NIPS
Jean Lafond_Olga Klopp_Eric Moulines_Joseph Salmon,Probabilistic low-rank matrix completion on finite alphabets.,2014,NIPS
Rina Foygel_Nathan Srebro_Ruslan Salakhutdinov,Matrix reconstruction with the local max norm.,2012,NIPS
François-Xavier Briol_Chris J. Oates_Mark A. Girolami_Michael A. Osborne,Frank-Wolfe Bayesian Quadrature: Probabilistic Integration with Theoretical Guarantees.,2015,NIPS
Matthäus Kleindessner_Ulrike von Luxburg,Kernel functions based on triplet comparisons.,2017,NIPS
Itay Hubara_Matthieu Courbariaux_Daniel Soudry_Ran El-Yaniv_Yoshua Bengio,Binarized Neural Networks.,2016,NIPS
Alexander Rakhlin_Karthik Sridharan,Optimization Learning and Games with Predictable Sequences.,2013,NIPS
Kartik Ahuja_William R. Zame_Mihaela van der Schaar,DPSCREEN: Dynamic Personalized Screening.,2017,NIPS
Hengshuai Yao_Csaba Szepesvári_Richard S. Sutton_Joseph Modayil_Shalabh Bhatnagar,Universal Option Models.,2014,NIPS
Rodolphe Jenatton_Nicolas Le Roux_Antoine Bordes_Guillaume Obozinski,A latent factor model for highly multi-relational data.,2012,NIPS
Ji Xu_Daniel J. Hsu_Arian Maleki,Global Analysis of Expectation Maximization for Mixtures of Two Gaussians.,2016,NIPS
Amir Sani_Alessandro Lazaric_Rémi Munos,Risk-Aversion in Multi-armed Bandits.,2012,NIPS
Nitish Srivastava_Ruslan Salakhutdinov,Discriminative Transfer Learning with Tree-based Priors.,2013,NIPS
Moustapha Cissé_Nicolas Usunier_Thierry Artières_Patrick Gallinari,Robust Bloom Filters for Large MultiLabel Classification Tasks.,2013,NIPS
Erich Kummerfeld_David Danks,Tracking Time-varying Graphical Structure.,2013,NIPS
Abbas Kazerouni_Mohammad Ghavamzadeh_Yasin Abbasi_Benjamin Van Roy,Conservative Contextual Linear Bandits.,2017,NIPS
Prem Gopalan_David M. Mimno_Sean Gerrish_Michael J. Freedman_David M. Blei,Scalable Inference of Overlapping Communities.,2012,NIPS
Pascal Germain_Alexandre Lacasse_François Laviolette_Mario Marchand_Sara Shanian,From PAC-Bayes Bounds to KL Regularization.,2009,NIPS
Karthika Mohan_Judea Pearl_Jin Tian,Graphical Models for Inference with Missing Data.,2013,NIPS
Mahdi Milani Fard_Yuri Grinberg_Amir-massoud Farahmand_Joelle Pineau_Doina Precup,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces.,2013,NIPS
Mark Herbster_Massimiliano Pontil_Sergio Rojas Galeano,Fast Prediction on a Tree.,2008,NIPS
Robert A. Legenstein_Steven M. Chase_Andrew B. Schwartz_Wolfgang Maass 0001,Functional network reorganization in motor cortex can be explained by reward-modulated Hebbian learning.,2009,NIPS
George Papandreou_Alan L. Yuille,Gaussian sampling by local perturbations.,2010,NIPS
Simon S. Du_Yining Wang_Aarti Singh,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems.,2017,NIPS
Yiming Ying_Colin Campbell_Mark A. Girolami,Analysis of SVM with Indefinite Kernels.,2009,NIPS
Sebastian Tschiatschek_Rishabh K. Iyer_Haochen Wei_Jeff A. Bilmes,Learning Mixtures of Submodular Functions for Image Collection Summarization.,2014,NIPS
Rémi Lam_Karen Willcox,Lookahead Bayesian Optimization with Inequality Constraints.,2017,NIPS
Vijay Mahadevan_Chi Wah Wong_Jose Costa Pereira_Tom Liu_Nuno Vasconcelos_Lawrence K. Saul,Maximum Covariance Unfolding : Manifold Learning for Bimodal Data.,2011,NIPS
Purushottam Kar_Prateek Jain 0002,Supervised Learning with Similarity Functions.,2012,NIPS
Joseph L. Austerweil_Abram L. Friesen_Thomas L. Griffiths,An ideal observer model for identifying the reference frame of objects.,2011,NIPS
Yusuke Watanabe_Kenji Fukumizu,Graph Zeta Function in the Bethe Free Energy and Loopy Belief Propagation.,2009,NIPS
Wenhao Zhang_Si Wu,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively.,2013,NIPS
Christos Boutsidis_Michael W. Mahoney_Petros Drineas,Unsupervised Feature Selection for the $k$-means Clustering Problem.,2009,NIPS
Michael Riis Andersen_Ole Winther_Lars Kai Hansen,Bayesian Inference for Structured Spike and Slab Priors.,2014,NIPS
Ji Hyun Bak_Jung Choi_Ilana Witten_Athena Akrami_Jonathan W. Pillow,Adaptive optimal training of animal behavior.,2016,NIPS
Zhuoran Yang_Krishnakumar Balasubramanian_Zhaoran Wang_Han Liu,Estimating High-dimensional Non-Gaussian Multiple Index Models via Stein's Lemma.,2017,NIPS
Alex Kendall_Yarin Gal,What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?,2017,NIPS
Stefan Wager_Nick Chamandy_Omkar Muralidharan_Amir Najmi,Feedback Detection for Live Predictors.,2014,NIPS
Shixiang Gu_Tim Lillicrap_Richard E. Turner_Zoubin Ghahramani_Bernhard Schölkopf_Sergey Levine,Interpolated Policy Gradient: Merging On-Policy and Off-Policy Gradient Estimation for Deep Reinforcement Learning.,2017,NIPS
Liqian Ma_Xu Jia_Qianru Sun_Bernt Schiele_Tinne Tuytelaars_Luc Van Gool,Pose Guided Person Image Generation.,2017,NIPS
André da Motta Salles Barreto_Doina Precup_Joelle Pineau,On-line Reinforcement Learning Using Incremental Kernel-Based Stochastic Factorization.,2012,NIPS
James Sharpnack_Akshay Krishnamurthy_Aarti Singh,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic.,2013,NIPS
Stephan Mandt_David M. Blei,Smoothed Gradients for Stochastic Variational Inference.,2014,NIPS
Hyunsin Park_Sungrack Yun_Sanghyuk Park_Jongmin Kim_Chang D. Yoo,Phoneme Classification using Constrained Variational Gaussian Process Dynamical System.,2012,NIPS
Xu Sun,Structure Regularization for Structured Prediction.,2014,NIPS
Alexandra Carpentier_Rémi Munos,Finite Time Analysis of Stratified Sampling for Monte Carlo.,2011,NIPS
Hesham Mostafa_Lorenz K. Müller_Giacomo Indiveri,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems.,2013,NIPS
Suvrit Sra_Reshad Hosseini,Geometric optimisation on positive definite matrices for elliptically contoured distributions.,2013,NIPS
Jian Wu_Peter I. Frazier,The Parallel Knowledge Gradient Method for Batch Bayesian Optimization.,2016,NIPS
Stefan Habenschuss_Johannes Bill_Bernhard Nessler,Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints.,2012,NIPS
Guang-Tong Zhou_Tian Lan_Arash Vahdat_Greg Mori,Latent Maximum Margin Clustering.,2013,NIPS
Changbo Zhu_Huan Xu_Chenlei Leng_Shuicheng Yan,Convex Optimization Procedure for Clustering: Theoretical Revisit.,2014,NIPS
Jiarong Jiang_Piyush Rai_Hal Daumé III,Message-Passing for Approximate MAP Inference with Latent Variables.,2011,NIPS
Shusen Wang_Zhihua Zhang,A Scalable CUR Matrix Decomposition Algorithm: Lower Time Complexity and Tighter Bound.,2012,NIPS
Benjamin J. Culpepper_Bruno A. Olshausen,Learning transport operators for image manifolds.,2009,NIPS
Andreas Krause 0001_H. Brendan McMahan_Carlos Guestrin_Anupam Gupta,Selecting Observations against Adversarial Objectives.,2007,NIPS
Jason D. Lee_Yuekai Sun_Jonathan E. Taylor,On model selection consistency of penalized M-estimators: a geometric theory.,2013,NIPS
Vikas Sindhwani_Tara N. Sainath_Sanjiv Kumar,Structured Transforms for Small-Footprint Deep Learning.,2015,NIPS
Aurel A. Lazar_Yevgeniy B. Slutskiy,Multisensory Encoding Decoding and Identification.,2013,NIPS
Bryan C. Russell_Alexei A. Efros_Josef Sivic_Bill Freeman_Andrew Zisserman,Segmenting Scenes by Matching Image Composites.,2009,NIPS
Wouter M. Koolen_Dmitry Adamskiy_Manfred K. Warmuth,Putting Bayes to sleep.,2012,NIPS
Sergey Kirshner,Learning with Tree-Averaged Densities and Distributions.,2007,NIPS
Assaf Glazer_Michael Lindenbaum_Shaul Markovitch,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions.,2013,NIPS
Falk Lieder_Dillon Plunkett_Jessica B. Hamrick_Stuart J. Russell_Nicholas Hay_Thomas L. Griffiths,Algorithm selection by rational metareasoning as a model of human strategy selection.,2014,NIPS
Hariharan Narayanan_Sanjoy K. Mitter,Sample Complexity of Testing the Manifold Hypothesis.,2010,NIPS
Kari Rantanen_Antti Hyttinen_Matti Järvisalo,Learning Chordal Markov Networks via Branch and Bound.,2017,NIPS
Anand Singh_Renaud Jolivet_Pierre J. Magistretti_Bruno Weber,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models.,2010,NIPS
Abhishek Kar_Christian Häne_Jitendra Malik,Learning a Multi-View Stereo Machine.,2017,NIPS
Sung Ju Hwang_Leonid Sigal,A Unified Semantic Embedding: Relating Taxonomies and Attributes.,2014,NIPS
Hairong Liu_Longin Jan Latecki_Shuicheng Yan,Robust Clustering as Ensembles of Affinity Relations.,2010,NIPS
Byron M. Yu_John P. Cunningham_Gopal Santhanam_Stephen I. Ryu_Krishna V. Shenoy_Maneesh Sahani,Gaussian-process factor analysis for low-dimensional single-trial analysis of neural population activity.,2008,NIPS
Khaled S. Refaat_Arthur Choi_Adnan Darwiche,Decomposing Parameter Estimation Problems.,2014,NIPS
Albert Xin Jiang_Kevin Leyton-Brown,Bayesian Action-Graph Games.,2010,NIPS
Yarin Gal_Zoubin Ghahramani,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks.,2016,NIPS
Laurence Aitchison_Lloyd Russell_Adam M. Packer_Jinyao Yan_Philippe Castonguay_Michael Häusser_Srinivas C. Turaga,Model-based Bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit.,2017,NIPS
Eleni Triantafillou_Richard S. Zemel_Raquel Urtasun,Few-Shot Learning Through an Information Retrieval Lens.,2017,NIPS
William L. Hamilton_Zhitao Ying_Jure Leskovec,Inductive Representation Learning on Large Graphs.,2017,NIPS
Yong Zhang_Zhaosong Lu,Penalty Decomposition Methods for Rank Minimization.,2011,NIPS
Danijar Hafner_Alexander Irpan_James Davidson_Nicolas Heess,Learning Hierarchical Information Flow with Recurrent Neural Modules.,2017,NIPS
Lucas Theis_Jascha Sohl-Dickstein_Matthias Bethge,Training sparse natural image models with a fast Gibbs sampler of an extended state space.,2012,NIPS
Julien Audiffren_Liva Ralaivola,Bandits Dueling on Partially Ordered Sets.,2017,NIPS
Ben Blum_Michael I. Jordan_David Kim_Rhiju Das_Philip Bradley_David Baker,Feature Selection Methods for Improving Protein Structure Prediction with Rosetta.,2007,NIPS
Xiangru Lian_Yijun Huang_Yuncheng Li_Ji Liu 0002,Asynchronous Parallel Stochastic Gradient for Nonconvex Optimization.,2015,NIPS
Gauri Jagatap_Chinmay Hegde,Fast Sample-Efficient Algorithms for Structured Phase Retrieval.,2017,NIPS
Emre Neftci_Elisabetta Chicca_Giacomo Indiveri_Jean-Jacques E. Slotine_Rodney J. Douglas,Contraction Properties of VLSI Cooperative Competitive Neural Networks of Spiking Neurons.,2007,NIPS
Lingqiao Liu_Chunhua Shen_Lei Wang 0001_Anton van den Hengel_Chao Wang,Encoding High Dimensional Local Features by Sparse Coding Based Fisher Vectors.,2014,NIPS
Bahadir Ozdemir_Larry S. Davis,A Probabilistic Framework for Multimodal Retrieval using Integrative Indian Buffet Process.,2014,NIPS
Jin Hyung Lee_David E. Carlson_Hooshmand Shokri Razaghi_Weichi Yao_Georges A. Goetz_Espen Hagen_Eleanor Batty_E. J. Chichilnisky_Gaute T. Einevoll_Liam Paninski,YASS: Yet Another Spike Sorter.,2017,NIPS
Masaaki Imaizumi_Takanori Maehara_Kohei Hayashi,On Tensor Train Rank Minimization : Statistical Efficiency and Scalable Algorithm.,2017,NIPS
Kai Zhong_Prateek Jain 0002_Inderjit S. Dhillon,Mixed Linear Regression with Multiple Components.,2016,NIPS
Yanping Huang_Abram L. Friesen_Timothy D. Hanks_Michael N. Shadlen_Rajesh P. N. Rao,How Prior Probability Influences Decision Making: A Unifying Probabilistic Model.,2012,NIPS
Ransalu Senanayake_Lionel Ott_Simon Timothy O'Callaghan_Fabio Tozeto Ramos,Spatio-Temporal Hilbert Maps for Continuous Occupancy Representation in Dynamic Environments.,2016,NIPS
Alexandre Drouin_Toby Hocking_François Laviolette,Maximum Margin Interval Trees.,2017,NIPS
Adith Swaminathan_Akshay Krishnamurthy_Alekh Agarwal_Miroslav Dudík_John Langford_Damien Jose_Imed Zitouni,Off-policy evaluation for slate recommendation.,2017,NIPS
Cristina Savin_Peter Dayan_Máté Lengyel,Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories.,2011,NIPS
